17,西九条
8,鶴橋
15,大正
3,桜ノ宮
13,今宮
12,新今宮
6,森ノ宮
4,京橋
11,天王寺
18,野田
19,福島
5,大阪城公園
14,芦原橋
9,桃谷
1,大阪
10,寺田町
7,玉造
2,天満
16,弁天町
